cut_id,force_x_mean,force_x_max,force_x_std,force_x_min,force_x_peak2peak,force_x_rms,force_y_mean,force_y_max,force_y_std,force_y_min,force_y_peak2peak,force_y_rms,force_z_mean,force_z_max,force_z_std,force_z_min,force_z_peak2peak,force_z_rms,vib_x_mean,vib_x_max,vib_x_std,vib_x_min,vib_x_peak2peak,vib_x_rms,vib_y_mean,vib_y_max,vib_y_std,vib_y_min,vib_y_peak2peak,vib_y_rms,vib_z_mean,vib_z_max,vib_z_std,vib_z_min,vib_z_peak2peak,vib_z_rms,ae_rms_mean,ae_rms_max,ae_rms_std,ae_rms_min,ae_rms_peak2peak,ae_rms_rms,verschleiss
80,5.742439340029741,16.882,4.3468823006479145,-7.135,24.017000000000003,7.202146146578865,4.383991875815384,37.502,7.21443166095412,-21.135,58.637,8.441988600812932,4.231524555017288,27.539,8.321846038004274,-13.252,40.791000000000004,9.335877336163657,0.0013833556851045971,0.457,0.08389230367207347,-0.44,0.897,0.08390351711512499,-0.002355730720456889,0.326,0.07781941521924807,-0.4,0.726,0.07785488570385739,-0.002042746622145588,0.483,0.10051792803855564,-0.519,1.002,0.10053845324714578,0.1086017872293839,0.314,0.03416118629643047,-0.005,0.319,0.11384783491698854,93.70566818
81,5.805977424928313,16.862,4.390317780855904,-6.407,23.269,7.2790230254972705,4.459387701327061,39.65,7.230137484102747,-22.928,62.578,8.494750637901804,4.324654271347621,28.355,8.379390860033787,-13.559,41.914,9.429554902589514,0.0006478844987850854,0.475,0.08547789226869654,-0.435,0.9099999999999999,0.08548015273993834,-0.003503220777089402,0.347,0.07922863447741103,-0.398,0.745,0.07930586649618152,-0.003747398077107181,0.455,0.10184050972240563,-0.584,1.039,0.10190920042637738,0.10826644237475895,0.276,0.0327427724794714,-0.005,0.281,0.1131092693226879,93.70566818
82,5.81526138342191,17.443,4.448871640219445,-6.779,24.222,7.321859983371056,4.480782764656014,41.088,7.198177107227964,-20.849,61.937,8.478852026528612,4.3715487379101,28.145,8.35607223842921,-12.959,41.104,9.43048585012226,0.001246155388836726,0.47,0.0876084533726571,-0.461,0.931,0.08761711603571463,-0.002413887091040028,0.342,0.08165412494254629,-0.368,0.71,0.08168961122149204,-0.002691875039881858,0.45,0.10381970746368933,-0.525,0.9750000000000001,0.10385436303458438,0.10974296028222681,0.312,0.035518360522442206,-0.004,0.316,0.11534758565153519,93.70566818
83,5.868424734933989,17.854,4.491662120681951,-6.538,24.392,7.390084266925966,4.568694794445584,38.655,7.239537378476179,-22.054,60.709,8.560586111417908,4.4608755546435,30.688,8.41510431110166,-13.936,44.623999999999995,9.524340835432197,0.0007024283466721388,0.433,0.08905055741821546,-0.394,0.827,0.08905312470140928,-0.002929347652598217,0.393,0.08315571585635324,-0.361,0.754,0.08320710680901278,-0.0031736780901566457,0.452,0.10495612392027459,-0.548,1.0,0.10500385681469389,0.10776411975283308,0.251,0.03261020201433154,-0.005,0.256,0.11259007918998144,93.70566818
84,5.90185273315123,17.586,4.528007234696778,-6.528,24.113999999999997,7.438724467564004,4.605338357145137,38.351,7.21613287114484,-22.22,60.571,8.560460124132483,4.535297260692511,31.486,8.44443502725061,-14.241,45.727000000000004,9.585253204371298,0.0010811987833407057,0.404,0.08833774460571368,-0.427,0.831,0.08834415955292474,-0.0024907724509665333,0.37,0.08232790615691975,-0.365,0.735,0.08236538818660624,-0.002410394502232214,0.435,0.10419462929663818,-0.498,0.933,0.10422226858065536,0.1081854949404667,0.345,0.034107362300564645,-0.005,0.35,0.11343459866235082,93.70566818
85,5.958285567855678,18.307,4.596284453890044,-7.552,25.858999999999998,7.525084813364589,4.661134335565578,41.315,7.276964062920957,-21.339,62.653999999999996,8.64176706634655,4.6065438886611085,29.983,8.525296716391917,-14.064,44.047,9.690232174539396,0.0009298665208874312,0.45,0.08638517183021706,-0.415,0.865,0.08638997955882714,-0.003059869709808209,0.397,0.08026520780433152,-0.381,0.778,0.08032332809985551,-0.0032237529041957086,0.435,0.1031234809307649,-0.505,0.94,0.10317362286816498,0.10753006241173522,0.297,0.03440838800126849,-0.004,0.301,0.11290104558227992,93.70566818
86,5.999497932631598,18.212,4.661579084782552,-7.729,25.941,7.597644104946171,4.726374145814433,40.24,7.247291197358213,-22.027,62.267,8.652259983849246,4.680244159171411,29.639,8.560513107121208,-14.233,43.872,9.756368995408904,0.00042977101672585374,0.422,0.08426383529394725,-0.397,0.819,0.08426473920352752,-0.0035845660805703845,0.373,0.07846765698362962,-0.379,0.752,0.07854931086781672,-0.004222628452641992,0.458,0.10154426293294752,-0.5,0.958,0.10163179089169676,0.10794460273248209,0.313,0.03392187956553401,-0.005,0.318,0.11314913135622749,93.70566818
87,6.032108878523848,18.913,4.700991682275443,-6.925,25.838,7.647585210998882,4.7882561928079985,39.408,7.257390358180708,-21.61,61.018,8.694646170866667,4.730072307559032,30.275,8.621572250506265,-14.59,44.864999999999995,9.833857493282949,0.0011640244931084636,0.469,0.08516839105232737,-0.549,1.018,0.08517615109367828,-0.002114737355637929,0.342,0.07894041182966646,-0.424,0.766,0.07896855273842868,-0.0020628604777341592,0.469,0.10221805132286259,-0.567,1.036,0.10223863149780285,0.10841311375252477,0.266,0.033802118349590626,-0.005,0.271,0.11356047388480404,93.70566818
88,6.069701467230039,19.037,4.751405194823536,-7.397,26.433999999999997,7.7082439196791235,4.850061496948399,39.397,7.247785013111631,-22.704,62.101,8.720851144547451,4.81480138837611,30.573,8.690949036959191,-14.502,45.075,9.93552028293702,0.0009813257487704713,0.438,0.08758634352806959,-0.44,0.878,0.0875916411908941,-0.0027852164836617396,0.35,0.08146572097002708,-0.397,0.747,0.081513133137619,-0.0033569895119716676,0.425,0.10432063800210209,-0.53,0.9550000000000001,0.10437439957975575,0.10717453154840857,0.257,0.033026244355108335,-0.005,0.262,0.11214770642875685,93.70566818
89,6.116677648882102,18.178,4.8016838426806485,-7.617,25.795,7.776233541428965,4.913790295599061,39.53,7.318448242873326,-21.408,60.938,8.815031231774341,4.880288301387971,29.715,8.738507305761628,-13.423,43.138,10.008914814640255,0.0014733596189347492,0.469,0.08974066375285021,-0.411,0.8799999999999999,0.08975255322522802,-0.00225168083506165,0.356,0.08350330086060113,-0.405,0.761,0.08353346358076412,-0.0024540556555826517,0.535,0.10623521111888229,-0.491,1.026,0.10626330988252551,0.10709362992000364,0.284,0.034525648061737337,-0.005,0.289,0.11252137801352335,93.70566818
90,6.136314299912014,19.113,4.861439640924779,-7.669,26.782,7.828655109684121,4.961310470433234,40.068,7.262475756079174,-21.649,61.717,8.795334856553488,4.935659358744661,30.904,8.78906971454574,-14.021,44.925,10.080085693470165,0.0015803210379711056,0.433,0.09014258665802505,-0.398,0.831,0.09015623272833735,-0.001858012956403208,0.333,0.08420637729300054,-0.353,0.6859999999999999,0.08422668142030705,-0.0016337012368304682,0.518,0.10706615013317697,-0.535,1.053,0.10707836954600515,0.1088091187184011,0.284,0.03329376302000944,-0.005,0.289,0.11378881280195727,93.70566818
91,6.190164911224797,19.572,4.916499344552296,-7.51,27.082,7.905061493682759,5.03249047501801,39.938,7.324935797741235,-21.947,61.885000000000005,8.887091772838538,5.023335654164273,30.684,8.817832331464476,-13.356,44.04,10.148286239220512,0.0010252327670323457,0.449,0.08898446337005551,-0.403,0.8520000000000001,0.08899016642070774,-0.002893643020636701,0.36,0.08281492366408076,-0.403,0.763,0.08286527306619156,-0.0030893269134316384,0.431,0.10633251674064584,-0.489,0.9199999999999999,0.10637714276905047,0.10917352884852133,0.287,0.03641165204232664,-0.005,0.292,0.1150854541658007,93.70566818
92,6.216630302615988,19.19,4.967307532227401,-7.617,26.807000000000002,7.957419430158398,5.0804403518366605,41.093,7.30348270361635,-21.079,62.172000000000004,8.896712351832129,5.091237886245556,30.153,8.8719703351402,-13.144,43.297,10.228988323145364,0.001599794913863823,0.439,0.08639532373924214,-0.417,0.856,0.08640993745009032,-0.00197749065718713,0.359,0.0802348728210668,-0.374,0.733,0.08025905523108565,-0.0017938565308540698,0.485,0.10400203853057534,-0.473,0.958,0.10401727089403912,0.10768695652173912,0.267,0.034250053291463994,-0.005,0.272,0.11300239559040165,93.70566818
93,6.257542734224749,20.089,5.022846224509814,-7.999,28.087999999999997,8.024070680679143,5.139257749765297,41.039,7.351028367888125,-20.912,61.951,8.96935571911083,5.15931725046257,31.804,8.902114378482482,-13.849,45.653,10.289112388328824,0.0003547710845569805,0.478,0.08598588379156716,-0.408,0.8859999999999999,0.08598641973520842,-0.00340698002971389,0.347,0.07963604998629713,-0.375,0.722,0.07970871387818323,-0.003935545468631794,0.482,0.10394819169991783,-0.553,1.0350000000000001,0.10402242946918958,0.10662545459517102,0.272,0.033063590354249356,-0.005,0.277,0.11163415065581979,93.70566818
94,6.305713339075667,20.908,5.1008708648498065,-8.043,28.951,8.11053547651561,5.196280280553998,41.742,7.35870716599305,-22.404,64.146,9.008421233640169,5.242485322869525,30.868,9.010935876399278,-13.569,44.437,10.424981903170512,0.0003996891848165418,0.486,0.08795827948833726,-0.503,0.989,0.0879589871638276,-0.003419632399520561,0.401,0.08134733345221547,-0.421,0.8220000000000001,0.08141899279282357,-0.0038247038824553493,0.49,0.10581435064648316,-0.567,1.057,0.10588320988101867,0.10781014296586956,0.273,0.03369110200649595,-0.005,0.278,0.11295181321105116,93.70566818
95,6.389118454751771,20.9,5.187845955624121,-8.326,29.226,8.230094631131571,5.2814044769725745,41.334,7.401886525778382,-22.136,63.47,9.092904250651292,5.33508101752691,32.271,9.096263445937577,-13.784,46.055,10.545364909349418,0.0014033194491282115,0.547,0.09076878620623231,-0.464,1.0110000000000001,0.09077942668004109,-0.0019948731737105463,0.392,0.08430162622514153,-0.417,0.8089999999999999,0.08432503374672734,-0.0019825232188266178,0.471,0.10838649747744564,-0.598,1.069,0.10840438043583273,0.10917517340065805,0.311,0.035096127541571966,-0.005,0.316,0.11467759607799083,93.70566818
96,6.418768543464486,20.746,5.2471012777566495,-7.747,28.493,8.2905087856185,5.315431549532054,41.614,7.396804293562453,-21.278,62.891999999999996,9.1085825954809,5.398751995550755,30.906,9.093496036228679,-13.6,44.506,10.575340009080728,0.0014992364254682877,0.434,0.09224162491428638,-0.55,0.984,0.09225359770383643,-0.002093324763063963,0.36,0.08593793699703016,-0.414,0.774,0.08596323258643844,-0.0019377698153289298,0.473,0.1098050476201057,-0.482,0.955,0.10982189431230768,0.10968396219964169,0.295,0.036010949983831905,-0.005,0.3,0.11544416040207667,93.70566818
97,6.172727653606171,22.32,5.649140665593523,-10.162,32.482,8.367509395634848,3.7985468056030065,37.693,7.713594656623152,-25.159,62.852,8.598152876616354,3.612087537985723,26.941,9.105140384501672,-16.249,43.19,9.795426745312863,0.004719719310233219,0.502,0.09125144838731264,-0.519,1.021,0.09137321900389483,0.005208157265387589,0.445,0.08594974834118323,-0.434,0.879,0.08610720604708433,0.007813744088612375,0.533,0.11180390030287023,-0.478,1.0110000000000001,0.11207636025145917,0.11103514466042114,0.287,0.039251487885621356,-0.005,0.292,0.11776873831836802,93.70566818
98,6.339621852950153,22.054,5.71703410382315,-10.252,32.306,8.53669346406879,3.768635482004819,39.868,7.661120379476172,-23.02,62.888000000000005,8.537863404259898,3.6798040413426807,31.244,9.454221848179717,-16.031,47.275,10.145090506549343,-0.00038667887450975037,0.562,0.09481587393662165,-0.436,0.998,0.09481644646238054,-0.005980426454578168,0.388,0.08958956201922363,-0.447,0.835,0.08978874407351246,-0.00770711653479463,0.552,0.11383834256891119,-0.546,1.098,0.11409868032963316,0.1118066150110918,0.313,0.037866667024232255,-0.005,0.318,0.11804489442657719,93.70566818
99,6.393120657127232,21.764,5.775674344114159,-9.362,31.125999999999998,8.615698105768345,3.8543642635800213,42.17,7.679280738327386,-23.756,65.926,8.592276054617388,3.748553208166242,30.204,9.558106727200867,-16.003,46.207,10.266870947000472,-0.0014499453153481588,0.518,0.09739116403321833,-0.508,1.026,0.0974017348373506,-0.005342398833394094,0.381,0.09204161980162279,-0.436,0.817,0.09219632528028301,-0.0059865384615384615,0.526,0.11648721540197109,-0.522,1.048,0.11664067969173557,0.11236053590958804,0.311,0.03766770923821761,-0.005,0.316,0.11850628626085373,93.70566818
100,6.420231252022588,22.622,5.830525657335893,-9.454,32.076,8.67261458977288,3.9284323988021717,40.337,7.673225978239398,-22.406,62.743,8.620365981815771,3.822756295664936,30.402,9.616327010697228,-16.435,46.837,10.348274705584434,-0.00041908047967839114,0.52,0.09831813204451254,-0.429,0.9490000000000001,0.09831880114187816,-0.004419764171798156,0.383,0.09322017029369839,-0.411,0.794,0.09332467442405726,-0.005047571297693223,0.527,0.11709839909784922,-0.521,1.048,0.11720687073951329,0.11042560290250096,0.273,0.03495736451039764,-0.005,0.278,0.11582670477917788,93.70566818
101,6.492476255780578,22.357,5.880022495885539,-9.273,31.63,8.759380968862677,4.048024712394924,41.375,7.693294969478132,-23.678,65.053,8.693274520999026,3.9195821035606078,28.557,9.715949703781185,-15.482,44.039,10.476753906468053,0.0006217873658792175,0.459,0.09811347086748587,-0.489,0.948,0.09811521761087172,-0.002541891245415404,0.447,0.09256374772741781,-0.407,0.854,0.09259843177611814,-0.002726482447547668,0.487,0.1173938309451928,-0.541,1.028,0.11742522072032069,0.11173811877804861,0.295,0.03728014630851705,-0.005,0.3,0.11779308199000371,93.70566818
102,6.533436562744848,23.05,5.957394602201412,-10.683,33.733000000000004,8.841729587318861,4.112346631803357,40.853,7.729791342566822,-22.996,63.849000000000004,8.755615160649896,4.010278789562872,30.132,9.825690456344308,-15.577,45.709,10.612543951622996,0.0014060330533335764,0.492,0.09738950573714643,-0.462,0.954,0.0973994330109081,-0.0021423306791057014,0.414,0.09150630901914279,-0.42,0.834,0.09153117516773704,-0.002175160802463512,0.529,0.11698523515614478,-0.592,1.121,0.11700518888983516,0.1109380204442339,0.333,0.03886355947881655,-0.005,0.338,0.1175483464588755,93.70566818
103,6.583671210603023,23.056,6.025113471735381,-9.76,32.816,8.924491784795068,4.1701712789214795,43.236,7.708042213002691,-23.794,67.03,8.763787574360483,4.088739510839861,30.115,9.900990128634149,-15.541,45.656,10.712000272252315,0.0009338813991619603,0.454,0.09662496280728941,-0.521,0.9750000000000001,0.09662925565699511,-0.0027250318819457098,0.443,0.0908578338293787,-0.461,0.904,0.09089848276146678,-0.0028925669520859904,0.536,0.11615788664495755,-0.618,1.154,0.11619363201243209,0.11119834669338677,0.324,0.037548397692268864,-0.005,0.329,0.11736672465056402,93.70566818
104,6.638483877140071,23.29,6.0958365175473075,-9.662,32.952,9.012686710795252,4.238834857996737,41.81,7.73194372716053,-22.307,64.117,8.817618862035744,4.177848138057968,31.07,10.004037670308788,-16.878,47.948,10.841343497415307,-0.0002475239405563505,0.474,0.09746348542107924,-0.483,0.957,0.09746357772366657,-0.004554751209556177,0.419,0.09170145579394468,-0.434,0.853,0.09181429323993395,-0.0054127297245583185,0.55,0.11717690030476367,-0.524,1.074,0.11730158164099977,0.11199090213301018,0.305,0.03617002915933954,-0.004,0.309,0.1176869882772724,93.70566818
105,6.708409343912838,23.546,6.175455651261876,-9.56,33.106,9.118049940615071,4.303708277156288,42.062,7.7361515856329195,-21.848,63.91,8.852664778990217,4.267579833655213,31.126,10.067554476963647,-16.907,48.033,10.934689255705106,0.001249057136610429,0.479,0.0980766020397124,-0.501,0.98,0.0980843320707,-0.0019935639325146665,0.426,0.09211438072337051,-0.445,0.871,0.09213574108153978,-0.0020562256313085307,0.537,0.11793294690001127,-0.603,1.1400000000000001,0.11795060270325022,0.11214060962722734,0.309,0.03651769883624541,-0.005,0.314,0.11793664647476977,93.70566818
106,6.732643581980833,23.675,6.232574840891992,-9.932,33.607,9.174600912511083,4.352076542760238,41.295,7.772383271210767,-24.454,65.749,8.907874995009323,4.324432851517153,31.095,10.100224084759866,-15.962,47.057,10.987027879228249,0.001431044137397282,0.496,0.09872252987367812,-0.469,0.965,0.09873267656543631,-0.0021458104755184264,0.391,0.09349360840933375,-0.451,0.8420000000000001,0.09351801709575748,-0.002092831940998384,0.56,0.11742273289353757,-0.548,1.108,0.11744111449619932,0.11182527600100158,0.272,0.034528475855627426,-0.005,0.277,0.11703462124490864,93.70566818
107,6.783814028302316,23.461,6.294766151194629,-10.45,33.911,9.254406159817334,4.403161618965282,43.795,7.830187646136232,-23.045,66.84,8.98328402281678,4.414595818355553,32.584,10.181004550892233,-16.419,49.003,11.096893180630115,0.0010287846384856893,0.555,0.10009834963438044,-0.48,1.0350000000000001,0.10010340856183102,-0.00275202256904946,0.402,0.0943426215308954,-0.443,0.845,0.09438253740097545,-0.0029463894071074304,0.513,0.11937970743160486,-0.636,1.149,0.11941579003459842,0.11253487737179779,0.264,0.03512711535868149,-0.005,0.269,0.11788980975443486,93.70566818
108,6.837878818384731,23.52,6.385053474168841,-10.266,33.786,9.355496186357438,4.477017514690475,41.865,7.8118611047309425,-22.024,63.889,9.003809291929205,4.500746321687242,32.469,10.279840218262299,-17.552,50.021,11.221913873995465,0.0010560515647064185,0.671,0.09945314525904098,-0.513,1.1840000000000002,0.09945852548577834,-0.002375224342914408,0.426,0.09381382441970838,-0.473,0.899,0.09384367454754246,-0.0025069102172823763,0.517,0.11907066830525209,-0.553,1.07,0.11909678445226862,0.1122759303967567,0.339,0.03806985142267828,-0.005,0.34400000000000003,0.11855459304434002,93.70566818
109,6.877622275004436,23.948,6.433344176866711,-10.351,34.299,9.4175058870562,4.54483313540003,41.69,7.814809348580167,-23.139,64.829,9.040269658448429,4.570390142466477,31.956,10.347090040801605,-16.341,48.297,11.311509678775659,0.00048487289041775284,0.498,0.09679961750084165,-0.503,1.001,0.09680061164055456,-0.003679229743687748,0.472,0.09116052920434367,-0.466,0.938,0.09123453843328787,-0.004119119447060804,0.557,0.11626495866442775,-0.55,1.1070000000000002,0.11633763901193038,0.11357450710057287,0.295,0.03652905644735039,-0.005,0.3,0.11930437777560655,93.70566818
110,6.892624731388403,23.295,6.468839181055316,-9.853,33.148,9.452722651423505,4.590823367387821,42.581,7.849710585868087,-23.351,65.932,9.093587572678638,4.636823790792541,32.168,10.378947509703881,-16.251,48.419,11.367594109722377,0.0009380281177156177,0.568,0.0957715769007715,-0.642,1.21,0.09577595251523761,-0.002540228001165501,0.592,0.08989385518692972,-0.478,1.0699999999999998,0.08992953446123758,-0.002799347137237762,0.601,0.11505801477424724,-0.583,1.184,0.11509180178209484,0.11264331566870629,0.274,0.037718572130098174,-0.005,0.279,0.1187905752626612,93.70566818
111,6.952480856199476,24.101,6.551877315141861,-10.322,34.423,9.55321364293992,4.652073614937948,41.321,7.792496378067178,-23.045,64.366,9.075489638202242,4.7050117772970514,31.565,10.424560372678474,-16.305,47.870000000000005,11.437136873835822,0.0013017647728566547,0.488,0.09526329770969019,-0.476,0.964,0.09527197463981979,-0.00222851417511101,0.388,0.08939057244844424,-0.443,0.831,0.08941814316199989,-0.0020205670044403964,0.472,0.11514817870549993,-0.626,1.0979999999999999,0.11516564316196685,0.1114418308095184,0.313,0.037751528842139746,-0.005,0.318,0.11766245405173237,93.70566818
112,6.999525001138694,24.853,6.62890401541105,-10.531,35.384,9.640306973310938,4.685316324299704,43.663,7.823673791470141,-22.683,66.346,9.11930818961233,4.780927679344113,32.721,10.515299395208947,-16.67,49.391,11.551116275842253,0.0008192165793668867,0.519,0.09684221742618568,-0.513,1.032,0.09684546182083272,-0.003012279662946937,0.422,0.09165834216374638,-0.472,0.8939999999999999,0.0917076182833009,-0.0033808790708266907,0.52,0.11717788140524975,-0.576,1.096,0.11722637797833464,0.11110369391938056,0.328,0.036877860613379956,-0.005,0.333,0.11706409018810644,93.70566818
113,7.091574989418881,24.165,6.767413374801463,-10.124,34.289,9.802454345159923,4.790673719229422,42.449,7.829814240869839,-23.579,66.02799999999999,9.179121239307236,4.8752502741989066,33.134,10.651481630801657,-16.767,49.900999999999996,11.71416278851254,0.0012170563097605707,0.503,0.098325469746158,-0.537,1.04,0.09833277799429002,-0.002433266129949802,0.408,0.09339757333347813,-0.447,0.855,0.09342905217123572,-0.0021524318371099207,0.53,0.11808173167525675,-0.708,1.238,0.11810107900453684,0.11309859783098425,0.289,0.036513677014264695,-0.005,0.294,0.11884668852263716,93.70566818
114,7.126422591664769,24.817,6.818163711624759,-10.623,35.44,9.862709750075696,4.865843621043043,42.586,7.894842978792782,-23.026,65.612,9.273871678645282,4.956004928262355,32.937,10.683710808509382,-16.813,49.75,11.77722979310535,0.0006098565247096336,0.456,0.09823020135118625,-0.454,0.91,0.09823187075844202,-0.003350986107948076,0.422,0.09333130310293317,-0.422,0.844,0.09339122855705476,-0.0037824094739239353,0.49,0.11760157586658421,-0.599,1.089,0.11766211911508606,0.11338110680938283,0.339,0.03759040353640788,-0.005,0.34400000000000003,0.11945002044070144,93.70566818
115,7.1834219863160245,25.235,6.913109888983619,-10.282,35.516999999999996,9.969574826193197,4.890587864689789,41.999,7.917208147828465,-22.252,64.251,9.305898622655777,5.0364818116017895,33.164,10.7757441109092,-17.529,50.693,11.894632469887824,0.0009229445585028657,0.516,0.09918487858191974,-0.467,0.9830000000000001,0.09918894687846101,-0.0027435415367386977,0.425,0.09393399249283622,-0.476,0.901,0.09397383571428577,-0.0029450546949329227,0.574,0.11934112185270936,-0.543,1.117,0.11937718323913384,0.11195081325424608,0.325,0.0372119642949345,-0.005,0.33,0.11797333839209835,93.70566818
116,7.196338646995649,25.493,6.985146165550574,-11.015,36.507999999999996,10.02892490942991,4.94183267196971,43.199,7.880184065667292,-23.357,66.556,9.301544413827093,5.090846897355153,32.488,10.813840276286479,-17.406,49.894,11.952210318691641,0.0003123759943207674,0.581,0.0961857580029635,-0.51,1.091,0.09618604638906429,-0.0037029734059013052,0.481,0.09133493181763432,-0.472,0.953,0.09140975779529252,-0.0042143546243879355,0.679,0.11663709925368589,-0.542,1.221,0.11671294614981549,0.11268859329777746,0.286,0.036091290575275506,-0.005,0.291,0.11832706531984626,93.70566818
117,7.28207442112353,25.079,7.081288309471366,-10.53,35.609,10.157412258670611,5.025018995521899,43.661,7.94050288687008,-23.214,66.875,9.396920509363609,5.183473340736155,33.073,10.945455222549818,-16.527,49.6,12.110773744466698,0.0014877716896639604,0.51,0.09651405079225553,-0.538,1.048,0.09652529758215901,-0.0016946654166818365,0.456,0.09103370799835787,-0.446,0.902,0.09104927330159177,-0.0017242372665380273,0.617,0.11788571845513468,-0.626,1.2429999999999999,0.11789805921034473,0.11449206775403212,0.278,0.0346446080104241,-0.005,0.28300000000000003,0.11961888220744453,93.70566818
118,7.323465168068567,25.258,7.169109873647419,-10.848,36.106,10.24836788888289,5.094058970867508,43.29,7.878835529170711,-24.645,67.935,9.382174768927168,5.2645140789587535,33.895,10.996968400165361,-17.283,51.178000000000004,12.192123348334553,0.0014133698874685197,0.49,0.096263246737214,-0.428,0.9179999999999999,0.0962734027957455,-0.0020350300342011907,0.399,0.09101629365158614,-0.462,0.861,0.09103883419406547,-0.001883164908030221,0.545,0.11755827703872211,-0.58,1.125,0.11757309162024006,0.1162832140921656,0.286,0.03713518457590393,-0.005,0.291,0.12206883931989176,93.70566818
119,7.3427482670890285,25.515,7.179014599792636,-10.829,36.344,10.269078253249477,5.120701393155741,45.203,7.924353231914158,-23.212,68.415,9.434864657262047,5.325765243472285,34.224,11.019327676193418,-17.302,51.525999999999996,12.238823686062773,0.0004051939540408797,0.535,0.09676808809653285,-0.481,1.016,0.09676871621166303,-0.0037561044434431565,0.415,0.09164698542845959,-0.463,0.878,0.09172371575277061,-0.004311778333037498,0.611,0.1175050173999793,-0.69,1.301,0.11758383266709652,0.11301942953890687,0.27,0.03462893169813461,-0.005,0.275,0.11820553669812948,93.70566818
120,7.424021138048487,25.642,7.3331818845129515,-10.839,36.481,10.435104289580268,5.214093331633303,44.21,7.927641769872951,-22.751,66.961,9.488624089761922,5.426875598805122,34.694,11.121079802773487,-16.55,51.244,12.374523488046144,0.0007403781351887943,0.49,0.099573337321444,-0.52,1.01,0.09957586312127858,-0.0029308710223857493,0.418,0.09408266708801674,-0.428,0.846,0.09412809327975301,-0.003247245041073933,0.558,0.12025021915156807,-0.592,1.15,0.12029378188433996,0.11537494763301215,0.298,0.035085450064350446,-0.005,0.303,0.12059171506386653,93.70566818
121,7.4818021368221705,26.386,7.420771903902169,-11.131,37.516999999999996,10.537787632236736,5.293904216286098,43.098,7.969045999752504,-21.531,64.62899999999999,9.567174447250622,5.489283795841073,33.904,11.249354844851721,-16.665,50.569,12.517173999736634,0.0009735059543319129,0.505,0.099373780921207,-0.452,0.9570000000000001,0.0993783230607101,-0.0025420126370224692,0.439,0.09428439138754838,-0.48,0.919,0.094318438389345,-0.002619660220692669,0.548,0.1193663235138082,-0.627,1.175,0.11939479447230832,0.11489635456498781,0.304,0.03634478144941963,-0.005,0.309,0.12050771517905924,93.70566818
122,7.498144926876147,26.251,7.476539194343463,-10.64,36.891000000000005,10.588699687587964,5.322459662323111,42.818,7.933827811270342,-21.786,64.604,9.553738216257885,5.562831671669119,33.653,11.22757515397924,-16.61,50.263,12.53008243794721,0.0010089269854572122,0.48,0.09826168093210026,-0.554,1.034,0.09826663674473167,-0.002462126353280895,0.456,0.0930310830421207,-0.556,1.012,0.09306344641819564,-0.0026644409930815867,0.501,0.1194392066880552,-0.638,1.139,0.11946865013731814,0.1143808998947891,0.326,0.03673286238301229,-0.005,0.331,0.12013445506629583,93.70566818
123,7.580241755990989,26.605,7.604581695552292,-10.818,37.423,10.737293170466538,5.413704999886211,43.57,7.936846614854704,-23.613,67.18299999999999,9.607364326120535,5.6500848455884025,34.801,11.338847001790123,-16.86,51.661,12.668556543705654,0.0007301563460094219,0.476,0.09611823987331927,-0.454,0.9299999999999999,0.09612079438958458,-0.0030394210418515735,0.458,0.09106422520636034,-0.395,0.853,0.09111472684496502,-0.003313169932409367,0.521,0.11719944398342216,-0.61,1.131,0.11724599884920699,0.11538890330215518,0.305,0.03618631493995379,-0.005,0.31,0.12092990711223214,93.70566818
124,7.580829963423688,26.897,7.650121200618995,-10.984,37.881,10.770007926762894,5.467523168793073,44.714,7.94382850294667,-21.987,66.701,9.643543614646216,5.695053074368797,33.962,11.292147472623212,-17.329,51.291000000000004,12.64696181890558,0.0009026651058344455,0.486,0.09536382892016408,-0.484,0.97,0.09536788372737073,-0.002691501815150701,0.423,0.09039518942247349,-0.456,0.879,0.09043504427412588,-0.003153406425223535,0.526,0.11704282174021578,-0.57,1.096,0.11708502762747382,0.11555907552575602,0.306,0.03536182533775453,-0.005,0.311,0.1208484709534987,93.70566818
125,7.595379844961241,26.444,7.689949579858129,-12.366,38.81,10.808554491325344,5.4882088332012495,43.584,7.977490390074553,-22.691,66.275,9.68300052999483,5.751097974111624,33.924,11.315019256461822,-16.353,50.277,12.692683150436668,0.0007386339828200293,0.594,0.09889432268561957,-0.476,1.0699999999999998,0.09889685584068399,-0.003065645524189508,0.42,0.09305219512411925,-0.553,0.9730000000000001,0.09310246915569563,-0.003270675630129624,0.567,0.12161996060347527,-0.569,1.136,0.12166365425719437,0.11525813680212062,0.274,0.034353736546190124,-0.005,0.279,0.12026891509667428,93.70566818
126,7.6552343481726055,27.127,7.806870827182236,-11.079,38.206,10.933872482732934,5.544010834566777,44.398,8.02188401574782,-22.835,67.233,9.751224857776362,5.846146760787885,36.013,11.336455035464153,-16.402,52.415,12.75507975000697,0.0006593692360241376,0.56,0.09998531792312672,-0.554,1.114,0.09998726438314534,-0.0029382352271433453,0.438,0.09440120985873057,-0.435,0.873,0.09444671017784562,-0.0030047182056245018,0.688,0.12217193091726895,-0.595,1.283,0.12220859650148885,0.11396950927928955,0.281,0.034551972460062384,-0.005,0.28600000000000003,0.11909190740432193,93.74018966
